spent_weapon,spent_vitality,spent_spirit,spent_total,spike_weapon,spike_vitality,spike_spirit,ratio_weapon,ratio_vitality,ratio_spirit,skill_0_lvl,skill_1_lvl,skill_2_lvl,ult_lvl,early_ult,_items_sequence,_ability_sequence,cluster
1600,6400,4000,12000,0,1,0,0.1333333333333333,0.5333333333333333,0.3333333333333333,4,4,3,3,0,"[""1009965641"", ""3077079169"", ""3361075077"", ""1252627263"", ""4139877411"", ""3399065363"", ""380806748"", ""1150006784"", ""968099481""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",2
8000,7200,6400,21600,1,1,1,0.3703703703703703,0.3333333333333333,0.2962962962962963,4,4,4,4,0,"[""2064029594"", ""3077079169"", ""1009965641"", ""690458959"", ""1763073141"", ""3970837787"", ""3074274290"", ""3399065363"", ""1804594021"", ""3577481646""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",1
7200,8000,4800,20000,1,1,1,0.36,0.4,0.24,4,4,3,4,0,"[""690458959"", ""1342610602"", ""26002154"", ""395867183"", ""3270001687"", ""3399065363"", ""4139877411"", ""1804594021"", ""1150006784"", ""465043967"", ""380806748"", ""754480263""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",1
3200,1600,7200,12000,0,0,1,0.2666666666666666,0.1333333333333333,0.6,4,4,1,3,0,"[""1009965641"", ""3077079169"", ""2064029594"", ""3970837787"", ""2519598785"", ""968099481""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",2
4800,5600,8000,18400,1,1,1,0.2608695652173913,0.3043478260869565,0.4347826086956521,4,4,4,4,0,"[""395867183"", ""690458959"", ""112198670"", ""3633614685"", ""3270001687"", ""2519598785"", ""1150006784""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",1
5600,9600,9600,24800,1,1,1,0.2258064516129032,0.3870967741935484,0.3870967741935484,4,4,3,1,0,"[""395867183"", ""393974127"", ""2064029594"", ""1342610602"", ""3491236900"", ""3074274290"", ""2829638276"", ""1710079648"", ""7409189"", ""1150006784"", ""630839635""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",1
16000,8800,8000,32800,1,1,1,0.4878048780487805,0.2682926829268293,0.2439024390243902,4,4,4,4,0,"[""709540378"", ""26002154"", ""800008313"", ""2064029594"", ""1932939246"", ""3633614685"", ""3270001687"", ""2163598980"", ""3970837787"", ""7409189"", ""343572757""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",1
2400,12000,2400,16800,0,1,0,0.1428571428571428,0.7142857142857143,0.1428571428571428,4,4,4,4,0,"[""1342610602"", ""395867183"", ""1437614329"", ""3357231760"", ""2566692615"", ""1804594021"", ""754480263"", ""1998374645"", ""968099481""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",1
5600,800,12000,18400,1,0,1,0.3043478260869565,0.0434782608695652,0.6521739130434783,4,4,4,4,0,"[""3294954488"", ""3077079169"", ""2064029594"", ""1710079648"", ""2519598785"", ""2121044373"", ""1150006784"", ""754480263""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",0
14400,5600,800,20800,1,1,0,0.6923076923076923,0.2692307692307692,0.0384615384615384,4,4,4,3,0,"[""3077079169"", ""1342610602"", ""690458959"", ""800008313"", ""1932939246"", ""3970837787"", ""3399065363"", ""1804594021"", ""1998374645""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",4
2400,6400,5600,14400,0,1,1,0.1666666666666666,0.4444444444444444,0.3888888888888889,4,4,4,4,0,"[""26002154"", ""1009965641"", ""857669956"", ""2603935618"", ""1804594021"", ""380806748"", ""1998374645"", ""3261353684""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",2
1600,2400,6400,10400,0,0,1,0.1538461538461538,0.2307692307692307,0.6153846153846154,4,4,4,4,0,"[""1009965641"", ""2010028405"", ""4139877411"", ""2603935618"", ""2519598785""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",2
8000,2400,9600,20000,1,0,1,0.4,0.12,0.48,4,2,4,4,0,"[""1763073141"", ""3294954488"", ""1932939246"", ""2603935618"", ""1710079648"", ""1193964439"", ""1150006784"", ""7409189"", ""2717651715""]","[3247040238, 3247040238, 3788152387, 1020817390, 3247040238, 4206531918, 3247040238, 1020817390, 3788152387, 3788152387, 3788152387, 4206531918, 4206531918, 4206531918, 1020817390, 1020817390]",0
