spent_weapon,spent_vitality,spent_spirit,spent_total,spike_weapon,spike_vitality,spike_spirit,ratio_weapon,ratio_vitality,ratio_spirit,skill_0_lvl,skill_1_lvl,skill_2_lvl,ult_lvl,early_ult,_items_sequence,_ability_sequence,cluster
3200,14400,10400,28000,0,1,1,0.1142857142857142,0.5142857142857142,0.3714285714285714,4,3,4,4,0,"[""1763073141"", ""3977876567"", ""2829638276"", ""865846625"", ""4139877411"", ""3361811174"", ""630839635"", ""1439347412"", ""3261353684""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",5
20800,6400,13600,40800,1,1,1,0.5098039215686274,0.1568627450980392,0.3333333333333333,4,4,4,4,0,"[""3884003354"", ""1763073141"", ""1414319208"", ""2221211450"", ""709540378"", ""2829638276"", ""3361075077"", ""2163598980"", ""4139877411"", ""3005970438"", ""2947183272"", ""787198704"", ""1439347412""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",1
7200,3200,3200,13600,1,0,0,0.5294117647058824,0.2352941176470588,0.2352941176470588,4,3,4,4,0,"[""3077079169"", ""3403085434"", ""3977876567"", ""1414319208"", ""2163598980"", ""787198704""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",0
5600,13600,2400,21600,1,1,0,0.2592592592592592,0.6296296296296297,0.1111111111111111,4,4,4,4,0,"[""1770441818"", ""1414319208"", ""3077079169"", ""3491236900"", ""2829638276"", ""2163598980"", ""3731635960"", ""1439347412"", ""1150006784""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",0
22400,6400,2400,31200,1,1,0,0.717948717948718,0.2051282051282051,0.0769230769230769,4,3,4,4,0,"[""1414319208"", ""365620721"", ""3884003354"", ""2480592370"", ""3028234315"", ""1439347412"", ""2081037738""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",0
12800,6400,13600,32800,1,1,1,0.3902439024390244,0.1951219512195122,0.4146341463414634,4,4,4,4,0,"[""1009965641"", ""3077079169"", ""1770441818"", ""2221211450"", ""3791587546"", ""2603935618"", ""2163598980"", ""499683006"", ""1439347412"", ""915014646"", ""3005970438""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",1
20000,6400,2400,28800,1,1,0,0.6944444444444444,0.2222222222222222,0.0833333333333333,4,4,4,4,0,"[""1414319208"", ""2480592370"", ""2221211450"", ""3862866912"", ""3696726732"", ""2407781327"", ""754480263"", ""7409189""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",0
12000,4800,8000,24800,1,1,1,0.4838709677419355,0.1935483870967742,0.3225806451612903,4,4,4,4,0,"[""3403085434"", ""1770441818"", ""1113837674"", ""2064029594"", ""1009965641"", ""2447176615"", ""2163598980"", ""1150006784"", ""2121044373"", ""1292979587""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",1
8000,800,4000,12800,1,0,0,0.625,0.0625,0.3125,4,4,4,4,0,"[""3977876567"", ""3294954488"", ""1414319208"", ""4139877411"", ""2947183272"", ""1439347412""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",3
13600,6400,800,20800,1,1,0,0.6538461538461539,0.3076923076923077,0.0384615384615384,4,4,1,4,0,"[""1009965641"", ""3977876567"", ""1770441818"", ""1414319208"", ""2221211450"", ""3731635960"", ""3361075077"", ""3074274290"", ""1439347412""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",0
7200,9600,800,17600,1,1,0,0.4090909090909091,0.5454545454545454,0.0454545454545454,4,4,4,4,0,"[""2226497419"", ""1009965641"", ""2407781327"", ""499683006"", ""2566692615"", ""754480263""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",0
9600,6400,10400,26400,1,1,1,0.3636363636363636,0.2424242424242424,0.3939393939393939,4,4,1,3,0,"[""2221211450"", ""1144549437"", ""3977876567"", ""2163598980"", ""2829638276"", ""499683006"", ""4139877411"", ""1439347412"", ""2947183272"", ""343572757""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",2
12800,4800,10400,28000,1,1,1,0.4571428571428571,0.1714285714285714,0.3714285714285714,4,1,4,4,0,"[""3977876567"", ""2221211450"", ""1770441818"", ""1414319208"", ""2163598980"", ""2566692615"", ""7409189"", ""2951612397"", ""3005970438"", ""754480263""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",1
4800,3200,8000,16000,1,0,1,0.3,0.2,0.5,4,4,4,4,0,"[""1009965641"", ""3077079169"", ""1414319208"", ""3140772621"", ""2947183272"", ""380806748"", ""3261353684""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",3
8000,6400,6400,20800,1,1,1,0.3846153846153846,0.3076923076923077,0.3076923076923077,4,4,4,4,0,"[""2221211450"", ""1763073141"", ""3491236900"", ""1193964439"", ""3261353684""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",1
17600,2400,9600,29600,1,0,1,0.5945945945945946,0.081081081081081,0.3243243243243243,4,4,4,4,0,"[""2152872419"", ""1414319208"", ""3977876567"", ""1113837674"", ""709540378"", ""4139877411"", ""3970837787"", ""2947183272"", ""3005970438""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",3
4000,10400,5600,20000,0,1,1,0.2,0.52,0.28,4,4,4,4,0,"[""1414319208"", ""3862866912"", ""2829638276"", ""2163598980"", ""865846625"", ""968099481"", ""3261353684"", ""380806748""]","[218284420, 218284420, 715325746, 3230530872, 218284420, 1307289689, 218284420, 1307289689, 3230530872, 3230530872, 3230530872, 1307289689, 1307289689, 715325746, 715325746, 715325746]",5
