spent_weapon,spent_vitality,spent_spirit,spent_total,spike_weapon,spike_vitality,spike_spirit,ratio_weapon,ratio_vitality,ratio_spirit,skill_0_lvl,skill_1_lvl,skill_2_lvl,ult_lvl,early_ult,_items_sequence,_ability_sequence,cluster
4800,13600,7200,25600,1,1,1,0.1875,0.53125,0.28125,4,4,3,4,0,"[""2064029594"", ""3696726732"", ""3731635960"", ""1282141666"", ""4139877411"", ""3140772621"", ""1292979587"", ""968099481"", ""3261353684""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",1
4800,8000,6400,19200,1,1,1,0.25,0.4166666666666667,0.3333333333333333,4,4,1,3,0,"[""3696726732"", ""2064029594"", ""3357231760"", ""1047818222"", ""3005970438""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",1
3200,12000,4800,20000,0,1,1,0.16,0.6,0.24,4,4,3,1,0,"[""1763073141"", ""3977876567"", ""4139877411"", ""3731635960"", ""2037039379"", ""2603935618"", ""380806748"", ""2717651715""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",0
3200,11200,6400,20800,0,1,1,0.1538461538461538,0.5384615384615384,0.3076923076923077,4,4,4,4,0,"[""3977876567"", ""1763073141"", ""2603935618"", ""2037039379"", ""1644605047"", ""2059712766"", ""2717651715"", ""1292979587""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",0
12800,11200,17600,41600,1,1,1,0.3076923076923077,0.2692307692307692,0.4230769230769231,4,4,1,3,0,"[""1763073141"", ""3696726732"", ""2064029594"", ""1113837674"", ""3731635960"", ""1644605047"", ""2037039379"", ""3005970438"", ""2533252781"", ""2717651715"", ""2951612397""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",1
7200,3200,1600,12000,1,0,0,0.6,0.2666666666666666,0.1333333333333333,4,4,4,3,0,"[""2480592370"", ""1009965641"", ""3731635960"", ""1925087134""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",2
8000,12800,17600,38400,1,1,1,0.2083333333333333,0.3333333333333333,0.4583333333333333,4,3,4,4,0,"[""2480592370"", ""2064029594"", ""2603935618"", ""876563814"", ""2037039379"", ""3585132399"", ""630839635"", ""7409189"", ""915014646"", ""2717651715""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",1
8000,3200,800,12000,1,0,0,0.6666666666666666,0.2666666666666666,0.0666666666666666,4,4,4,4,0,"[""3696726732"", ""3077079169"", ""2064029594"", ""1009965641"", ""395867183"", ""3731635960"", ""1439347412""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",2
5600,11200,9600,26400,1,1,1,0.2121212121212121,0.4242424242424242,0.3636363636363636,4,4,3,4,0,"[""1009965641"", ""3077079169"", ""2064029594"", ""2010028405"", ""1763073141"", ""3731635960"", ""2603935618"", ""1282141666"", ""3261353684"", ""2519598785""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",1
4800,3200,8000,16000,1,0,1,0.3,0.2,0.5,4,4,4,4,0,"[""3977876567"", ""3696726732"", ""2603935618"", ""2447176615"", ""84321454"", ""3261353684"", ""1292979587""]","[3733594387, 3733594387, 1336069669, 2221949202, 3733594387, 2604653402, 3733594387, 2221949202, 2221949202, 2221949202, 2604653402, 1336069669, 1336069669, 1336069669, 2604653402, 2604653402]",5
