spent_weapon,spent_vitality,spent_spirit,spent_total,spike_weapon,spike_vitality,spike_spirit,ratio_weapon,ratio_vitality,ratio_spirit,skill_0_lvl,skill_1_lvl,skill_2_lvl,ult_lvl,early_ult,_items_sequence,_ability_sequence,cluster
2400,9600,8800,20800,0,1,1,0.1153846153846153,0.4615384615384615,0.4230769230769231,4,4,4,4,1,"[""1763073141"", ""3077079169"", ""3399065363"", ""865846625"", ""3970837787"", ""3633614685"", ""84321454"", ""968099481"", ""3919289022""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
8000,6400,10400,24800,1,1,1,0.3225806451612903,0.2580645161290322,0.4193548387096774,4,4,4,4,0,"[""3077079169"", ""1763073141"", ""811521119"", ""2064029594"", ""668299740"", ""2829638276"", ""3633614685"", ""1235347618"", ""3731635960"", ""3919289022"", ""2971868509"", ""84321454"", ""968099481""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
10400,3200,1600,15200,1,0,0,0.6842105263157895,0.2105263157894736,0.1052631578947368,4,4,4,4,0,"[""2407033488"", ""2480592370"", ""4104549924"", ""1009965641"", ""1378931225"", ""84321454""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
6400,11200,2400,20000,1,1,0,0.32,0.56,0.12,4,4,4,3,0,"[""1763073141"", ""811521119"", ""2407033488"", ""3633614685"", ""3399065363"", ""951866250"", ""3585132399"", ""968099481"", ""84321454""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
12800,800,4000,17600,1,0,0,0.7272727272727273,0.0454545454545454,0.2272727272727272,4,4,4,4,0,"[""811521119"", ""381961617"", ""2480592370"", ""2407033488"", ""3399065363"", ""968099481"", ""1292979587""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
14400,9600,8800,32800,1,1,1,0.4390243902439024,0.2926829268292683,0.2682926829268293,4,4,4,4,1,"[""709540378"", ""2407033488"", ""1763073141"", ""2064029594"", ""2480592370"", ""2447176615"", ""951866250"", ""499683006"", ""968099481"", ""84321454"", ""3919289022""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
16800,1600,3200,21600,1,0,0,0.7777777777777778,0.074074074074074,0.1481481481481481,4,4,4,4,0,"[""1009965641"", ""2407033488"", ""2064029594"", ""2480592370"", ""2226497419"", ""1644605047"", ""84321454"", ""7409189""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
19200,4000,5600,28800,1,0,1,0.6666666666666666,0.1388888888888889,0.1944444444444444,4,4,4,4,0,"[""2480592370"", ""1763073141"", ""710436191"", ""1770441818"", ""709540378"", ""1672893796"", ""1414025773"", ""84321454"", ""1292979587"", ""968099481""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
11200,1600,10400,23200,1,0,1,0.4827586206896552,0.0689655172413793,0.4482758620689655,4,4,4,4,0,"[""4104549924"", ""4053935515"", ""2480592370"", ""876563814"", ""2971868509"", ""2519598785"", ""968099481"", ""84321454""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
18400,7200,800,26400,1,1,0,0.696969696969697,0.2727272727272727,0.0303030303030303,4,3,4,3,0,"[""3884003354"", ""1763073141"", ""811521119"", ""1009965641"", ""2221211450"", ""3731635960"", ""3633614685"", ""3585132399"", ""968099481""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
2400,9600,1600,13600,0,1,0,0.1764705882352941,0.7058823529411765,0.1176470588235294,4,4,4,4,0,"[""2407033488"", ""668299740"", ""1644605047"", ""499683006"", ""1955841979"", ""84321454""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
14400,8000,4000,26400,1,1,0,0.5454545454545454,0.303030303030303,0.1515151515151515,4,4,4,4,0,"[""2221211450"", ""710436191"", ""4104549924"", ""1235347618"", ""2447176615"", ""499683006"", ""3731635960"", ""968099481"", ""2971868509"", ""7409189""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
5600,9600,12800,28000,1,1,1,0.2,0.3428571428571428,0.4571428571428571,4,4,4,4,0,"[""4104549924"", ""2064029594"", ""1763073141"", ""1009965641"", ""951866250"", ""2163598980"", ""7409189"", ""3919289022"", ""84321454"", ""1292979587""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
8800,12800,11200,32800,1,1,1,0.2682926829268293,0.3902439024390244,0.3414634146341463,4,4,4,3,0,"[""2407033488"", ""1009965641"", ""2480592370"", ""865846625"", ""3731635960"", ""876563814"", ""499683006"", ""1292979587"", ""968099481"", ""3919289022"", ""3776945997""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
1600,12800,9600,24000,0,1,1,0.0666666666666666,0.5333333333333333,0.4,4,4,4,3,1,"[""1009965641"", ""2010028405"", ""876563814"", ""3731635960"", ""865846625"", ""499683006"", ""3919289022"", ""1292979587""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
3200,6400,15200,24800,0,1,1,0.1290322580645161,0.2580645161290322,0.6129032258064516,4,4,4,3,0,"[""3862866912"", ""2064029594"", ""1009965641"", ""3357231760"", ""968099481"", ""84321454"", ""2519598785"", ""3919289022""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
4000,1600,8000,13600,0,0,1,0.2941176470588235,0.1176470588235294,0.5882352941176471,4,4,4,3,0,"[""3077079169"", ""709540378"", ""876563814"", ""3919289022"", ""84321454""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
12800,10400,800,24000,1,1,0,0.5333333333333333,0.4333333333333333,0.0333333333333333,4,4,4,3,0,"[""2480592370"", ""4104549924"", ""1770441818"", ""709540378"", ""876563814"", ""865846625"", ""3399065363"", ""2447176615"", ""2462046703""]","[1999680326, 1999680326, 4147641675, 1842576017, 1999680326, 2981692841, 2981692841, 1999680326, 1842576017, 1842576017, 4147641675, 1842576017, 4147641675, 2981692841, 4147641675, 2981692841]",0
