spent_weapon,spent_vitality,spent_spirit,spent_total,spike_weapon,spike_vitality,spike_spirit,ratio_weapon,ratio_vitality,ratio_spirit,skill_0_lvl,skill_1_lvl,skill_2_lvl,ult_lvl,early_ult,_items_sequence,_ability_sequence
4000,11200,5600,20800,0,1,1,0.19230769230769232,0.5384615384615384,0.2692307692307692,3,4,4,4,0,"[""2010028405"", ""4053935515"", ""3399065363"", ""951866250"", ""4139877411"", ""3585132399"", ""1150006784"", ""968099481"", ""3261353684""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
4000,9600,6400,20000,0,1,1,0.2,0.48,0.32,4,4,4,4,0,"[""4053935515"", ""2010028405"", ""3028234315"", ""865958998"", ""2617435668""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
3200,11200,1600,16000,0,1,0,0.2,0.7,0.1,4,4,4,4,0,"[""1770441818"", ""4104549924"", ""3633614685"", ""3491236900"", ""1414025773"", ""2829638276"", ""465043967"", ""1998374645""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
4800,11200,2400,18400,1,1,0,0.2608695652173913,0.6086956521739131,0.13043478260869565,4,4,4,2,0,"[""4104549924"", ""1414319208"", ""2829638276"", ""1414025773"", ""1055679805"", ""1672893796"", ""1998374645"", ""1102081447""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
13600,5600,15200,34400,1,1,1,0.3953488372093023,0.16279069767441862,0.4418604651162791,4,4,4,4,0,"[""1414319208"", ""4053935515"", ""3884003354"", ""2010028405"", ""2163598980"", ""3399065363"", ""1235347618"", ""7409189"", ""2519598785"", ""1998374645"", ""2617435668""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
4000,1600,3200,8800,0,0,0,0.45454545454545453,0.18181818181818182,0.36363636363636365,4,4,4,4,1,"[""2481177645"", ""668299740"", ""3361075077"", ""1193964439""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
4800,12800,8800,26400,1,1,1,0.18181818181818182,0.48484848484848486,0.3333333333333333,4,4,4,4,1,"[""3403085434"", ""2481177645"", ""3028234315"", ""2163598980"", ""499683006"", ""2566692615"", ""968099481"", ""2947183272"", ""619484391"", ""7409189""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
4800,6400,8000,19200,1,1,1,0.25,0.3333333333333333,0.4166666666666667,4,4,3,1,0,"[""1414319208"", ""3403085434"", ""3491236900"", ""1998374645"", ""968099481"", ""2519598785""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
5600,3200,4000,12800,1,0,0,0.4375,0.25,0.3125,3,4,4,3,1,"[""393974127"", ""3791587546"", ""2010028405"", ""1252627263"", ""465043967"", ""1998374645"", ""1150006784"", ""968099481""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
6400,7200,17600,31200,1,1,1,0.20512820512820512,0.23076923076923078,0.5641025641025641,4,4,4,4,0,"[""3403085434"", ""1770441818"", ""393974127"", ""4104549924"", ""3399065363"", ""1955841979"", ""3577481646"", ""2519598785"", ""2061878743"", ""1150006784""]","[3089858203, 3089858203, 1928108461, 2521902222, 3089858203, 3832675871, 1928108461, 2521902222, 2521902222, 1928108461, 3089858203, 1928108461, 2521902222, 3832675871, 3832675871]"
